year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,role,experience
2025,SE,FT,Data Scientist,145400,USD,145400,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,81600,USD,81600,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,106200,USD,106200,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,195300,USD,195300,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,149000,USD,149000,US,0,US,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,183300,USD,183300,US,100,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,117000,USD,117000,US,100,US,M,Data Engineer,Mid
2025,SE,FT,Data Engineer,213850,USD,213850,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,136800,USD,136800,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,146550,USD,146550,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,101200,USD,101200,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,200700,USD,200700,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,175800,USD,175800,US,0,US,M,Data Engineer,Senior
2025,EX,FT,Data Engineer,195000,USD,195000,US,0,US,M,Data Engineer,Executive
2025,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,93000,USD,93000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Machine Learning Engineer,223000,USD,223000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,191000,USD,191000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,210000,USD,210000,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,106200,USD,106200,US,100,US,M,ML Engineer,Senior
2025,MI,FT,Machine Learning Engineer,150250,USD,150250,US,0,US,M,ML Engineer,Mid
2025,MI,FT,Machine Learning Engineer,120000,USD,120000,US,0,US,M,ML Engineer,Mid
2025,MI,FT,Machine Learning Engineer,175000,USD,175000,US,100,US,M,ML Engineer,Mid
2025,MI,FT,Machine Learning Engineer,130000,USD,130000,US,100,US,M,ML Engineer,Mid
2025,SE,FT,Machine Learning Engineer,331200,USD,331200,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,163000,USD,163000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,240000,USD,240000,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M,ML Engineer,Senior
2025,MI,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M,ML Engineer,Mid
2025,MI,FT,Machine Learning Engineer,117000,USD,117000,US,100,US,M,ML Engineer,Mid
2025,SE,FT,Machine Learning Engineer,153738,USD,153738,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,107617,USD,107617,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Data Scientist,235400,USD,235400,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,213146,USD,213146,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,166000,USD,166000,CA,100,CA,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,103000,USD,103000,CA,100,CA,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,217000,USD,217000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,127000,USD,127000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,163064,USD,163064,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,85000,USD,85000,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,75000,USD,75000,US,0,US,M,Data Scientist,Mid
2025,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,100000,USD,100000,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,142000,USD,142000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,99336,USD,99336,US,0,US,M,Data Scientist,Mid
2025,SE,FT,Data Scientist,115350,USD,115350,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,88300,USD,88300,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,166700,USD,166700,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,101100,USD,101100,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Analyst,136800,USD,136800,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,79500,USD,79500,US,0,US,M,Data Analyst,Mid
2025,SE,FT,Data Analyst,119681,USD,119681,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,72534,USD,72534,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M,Data Analyst,Senior
2025,MI,FT,Data Analyst,162800,USD,162800,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,97700,USD,97700,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,162800,USD,162800,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,97700,USD,97700,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,62000,USD,62000,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,44000,USD,44000,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,115500,USD,115500,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,98175,USD,98175,US,0,US,M,Data Analyst,Mid
2025,SE,FT,Data Analyst,129000,USD,129000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Analytics Engineer,126000,USD,126000,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,119000,USD,119000,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,200000,USD,200000,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,200000,USD,200000,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,200000,USD,200000,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,150000,USD,150000,US,0,US,M,Analytics Engineer,Senior
2025,MI,FT,Data Engineer,90900,EUR,95684,NL,0,NL,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,60456,EUR,63637,NL,0,NL,M,Data Engineer,Mid
2025,SE,FT,Data Scientist,156800,USD,156800,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,114000,USD,114000,US,100,US,M,Data Scientist,Senior
2025,MI,FT,Data Engineer,223500,USD,223500,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,119200,USD,119200,US,0,US,M,Data Engineer,Mid
2025,SE,FT,Data Engineer,228200,USD,228200,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,91300,USD,91300,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,230180,USD,230180,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,164415,USD,164415,US,0,US,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,231250,USD,231250,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,111000,USD,111000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,140200,USD,140200,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,104600,USD,104600,US,0,US,M,Data Engineer,Mid
2025,SE,FT,Data Scientist,195700,USD,195700,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,142300,USD,142300,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,186600,USD,186600,CA,100,CA,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,124400,USD,124400,CA,100,CA,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,191869,USD,191869,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,125629,USD,125629,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,82000,USD,82000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Scientist,161700,USD,161700,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,117600,USD,117600,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Analytics Engineer,152109,USD,152109,US,100,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,103711,USD,103711,US,100,US,M,Analytics Engineer,Senior
2025,MI,FT,Data Scientist,127000,USD,127000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,127000,USD,127000,US,0,US,M,Data Scientist,Mid
2025,EX,FT,Data Scientist,175000,USD,175000,US,0,US,M,Data Scientist,Executive
2025,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M,Data Scientist,Executive
2025,SE,FT,Data Scientist,220500,USD,220500,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,196000,USD,196000,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M,Data Scientist,Mid
2025,SE,FT,Data Scientist,225030,USD,225030,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,171680,USD,171680,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,99000,USD,99000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,257000,USD,257000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,112800,USD,112800,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,148000,USD,148000,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,148700,USD,148700,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,122740,USD,122740,US,0,US,M,Data Scientist,Mid
2025,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,90000,USD,90000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,106400,GBP,134683,GB,0,GB,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,90440,GBP,114481,GB,0,GB,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L,Data Engineer,Mid
2025,MI,FT,Data Engineer,118900,USD,118900,US,0,US,L,Data Engineer,Mid
2025,SE,FT,Data Engineer,176000,USD,176000,DE,0,DE,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,77500,USD,77500,DE,0,DE,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,176000,USD,176000,GB,0,GB,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,77500,USD,77500,GB,0,GB,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,110000,USD,110000,US,0,US,M,Data Engineer,Mid
2025,SE,FT,Machine Learning Engineer,255000,USD,255000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,204000,USD,204000,US,0,US,M,ML Engineer,Senior
2025,MI,FT,Machine Learning Engineer,292000,USD,292000,US,0,US,M,ML Engineer,Mid
2025,MI,FT,Machine Learning Engineer,128700,USD,128700,US,0,US,M,ML Engineer,Mid
2025,SE,FT,Machine Learning Engineer,301200,USD,301200,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,162000,USD,162000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M,Data Analyst,Senior
2025,MI,FT,Data Analyst,126000,USD,126000,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,55300,USD,55300,US,0,US,M,Data Analyst,Mid
2025,SE,FT,Data Analyst,116706,USD,116706,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,70024,USD,70024,US,0,US,M,Data Analyst,Senior
2025,MI,FT,Data Analyst,86767,USD,86767,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,60297,USD,60297,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,90300,USD,90300,US,100,US,M,Data Analyst,Mid
2025,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,125000,USD,125000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Machine Learning Engineer,218900,USD,218900,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,186065,USD,186065,US,100,US,M,ML Engineer,Senior
2025,EN,FT,Data Engineer,113630,USD,113630,AU,0,AU,M,Data Engineer,Entry
2025,EN,FT,Data Engineer,104969,USD,104969,AU,0,AU,M,Data Engineer,Entry
2025,SE,FT,Data Engineer,205000,USD,205000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,120000,USD,120000,US,100,US,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,78000,USD,78000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,72000,USD,72000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,Data Engineer,Mid
2025,SE,FT,Data Engineer,139217,USD,139217,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,119079,USD,119079,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,216000,USD,216000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,123000,USD,123000,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M,Data Engineer,Mid
2025,SE,FT,Data Engineer,213850,USD,213850,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,136800,USD,136800,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,159000,USD,159000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,218368,USD,218368,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,218368,USD,218368,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,255000,USD,255000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,204000,USD,204000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,211200,USD,211200,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,153600,USD,153600,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,211200,USD,211200,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,153600,USD,153600,US,0,US,M,ML Engineer,Senior
2025,MI,FT,Analytics Engineer,160000,USD,160000,US,0,US,M,Analytics Engineer,Mid
2025,MI,FT,Analytics Engineer,130000,USD,130000,US,0,US,M,Analytics Engineer,Mid
2025,SE,FT,Data Analyst,149880,USD,149880,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,64974,USD,64974,US,0,US,M,Data Analyst,Senior
2025,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,135000,USD,135000,US,0,US,M,Data Analyst,Mid
2025,SE,FT,Data Analyst,128000,USD,128000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,115000,USD,115000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,179000,USD,179000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,112000,USD,112000,US,0,US,M,Data Analyst,Senior
2025,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,55000,USD,55000,US,100,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,74402,USD,74402,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,52000,USD,52000,US,0,US,M,Data Analyst,Mid
2025,SE,FT,Data Analyst,166000,USD,166000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,166000,USD,166000,US,0,US,M,Data Analyst,Senior
2025,MI,FT,Data Analyst,87360,USD,87360,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,58240,USD,58240,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,105400,USD,105400,US,0,US,M,Data Analyst,Mid
2025,SE,FT,Data Analyst,148000,USD,148000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,148000,USD,148000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,183500,USD,183500,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,89400,USD,89400,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,124000,USD,124000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,124000,USD,124000,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Scientist,196900,USD,196900,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,178286,USD,178286,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,148000,USD,148000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,217000,USD,217000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,195000,USD,195000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,68100,EUR,71684,IE,0,IE,M,Data Scientist,Mid
2025,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,170000,USD,170000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Engineer,195500,USD,195500,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,122400,USD,122400,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,189750,USD,189750,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,93750,USD,93750,US,100,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,220700,USD,220700,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,175800,USD,175800,US,0,US,M,Data Engineer,Senior
2025,MI,FT,Data Analyst,99000,USD,99000,US,100,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,55100,USD,55100,US,100,US,M,Data Analyst,Mid
2025,SE,FT,Data Scientist,133840,USD,133840,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,120460,USD,120460,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Engineer,151360,USD,151360,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,100906,USD,100906,US,0,US,M,Data Engineer,Senior
2025,MI,FT,Data Engineer,116200,USD,116200,US,100,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,93000,USD,93000,US,100,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,118000,USD,118000,US,100,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,74000,USD,74000,US,100,US,M,Data Engineer,Mid
2025,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,199500,USD,199500,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,97500,USD,97500,US,0,US,M,Data Engineer,Senior
2025,MI,FT,Data Scientist,173300,USD,173300,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,86700,USD,86700,US,0,US,M,Data Scientist,Mid
2025,SE,FT,Machine Learning Engineer,203900,USD,203900,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,138900,USD,138900,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Data Analyst,165600,USD,165600,US,0,US,M,Data Analyst,Senior
2025,SE,FT,Data Analyst,90100,USD,90100,US,0,US,M,Data Analyst,Senior
2025,MI,FT,Data Analyst,45000,GBP,56962,GB,0,GB,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,40000,GBP,50632,GB,0,GB,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,96000,USD,96000,US,0,US,M,Data Analyst,Mid
2025,MI,FT,Data Analyst,68000,USD,68000,US,0,US,M,Data Analyst,Mid
2025,SE,FT,Data Scientist,145000,USD,145000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,128000,USD,128000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,204100,USD,204100,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,152200,USD,152200,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,186600,USD,186600,CA,100,CA,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,124400,USD,124400,CA,100,CA,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,203000,USD,203000,US,100,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,101000,USD,101000,US,100,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,115000,USD,115000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Engineer,153925,USD,153925,US,0,US,M,Data Engineer,Mid
2025,MI,FT,Data Engineer,85150,USD,85150,US,0,US,M,Data Engineer,Mid
2025,EN,FT,Data Engineer,113630,USD,113630,AU,0,AU,M,Data Engineer,Entry
2025,EN,FT,Data Engineer,104969,USD,104969,AU,0,AU,M,Data Engineer,Entry
2025,SE,FT,Data Engineer,160500,USD,160500,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,107700,USD,107700,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Analytics Engineer,126000,USD,126000,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,119000,USD,119000,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Data Scientist,217464,USD,217464,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,181220,USD,181220,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Analytics Engineer,140000,USD,140000,US,0,US,M,Analytics Engineer,Senior
2025,SE,FT,Analytics Engineer,98000,USD,98000,US,0,US,M,Analytics Engineer,Senior
2025,MI,FT,Analytics Engineer,160000,USD,160000,CA,0,CA,M,Analytics Engineer,Mid
2025,MI,FT,Analytics Engineer,120000,USD,120000,CA,0,CA,M,Analytics Engineer,Mid
2025,SE,FT,Machine Learning Engineer,197800,USD,197800,US,0,US,M,ML Engineer,Senior
2025,MI,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M,ML Engineer,Mid
2025,MI,FT,Data Scientist,170000,USD,170000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,212800,USD,212800,US,0,US,L,Data Scientist,Mid
2025,MI,FT,Data Scientist,125500,USD,125500,US,0,US,L,Data Scientist,Mid
2025,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,90000,USD,90000,US,0,US,M,Data Scientist,Senior
2025,MI,FT,Data Scientist,225000,USD,225000,US,0,US,M,Data Scientist,Mid
2025,MI,FT,Data Scientist,99000,USD,99000,US,0,US,M,Data Scientist,Mid
2025,EN,FT,Data Scientist,112500,USD,112500,US,0,US,M,Data Scientist,Entry
2025,SE,FT,Data Scientist,132000,USD,132000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,247600,USD,247600,US,0,US,L,Data Scientist,Senior
2025,SE,FT,Data Scientist,143300,USD,143300,US,0,US,L,Data Scientist,Senior
2025,SE,FT,Data Engineer,217464,USD,217464,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,181220,USD,181220,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,193820,USD,193820,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,140960,USD,140960,US,0,US,M,Data Engineer,Senior
2025,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Data Engineer,Senior
2025,EX,FT,Data Engineer,182850,USD,182850,US,100,US,M,Data Engineer,Executive
2025,EX,FT,Data Engineer,113000,USD,113000,US,100,US,M,Data Engineer,Executive
2025,EX,FT,Data Engineer,234000,USD,234000,US,0,US,M,Data Engineer,Executive
2025,EX,FT,Data Engineer,156000,USD,156000,US,0,US,M,Data Engineer,Executive
2025,EX,FT,Data Engineer,182000,USD,182000,US,0,US,M,Data Engineer,Executive
2025,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M,Data Scientist,Senior
2025,SE,FT,Machine Learning Engineer,303600,USD,303600,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,179400,USD,179400,US,0,US,M,ML Engineer,Senior
2025,MI,FT,Machine Learning Engineer,241500,USD,241500,US,0,US,M,ML Engineer,Mid
2025,MI,FT,Machine Learning Engineer,150450,USD,150450,US,0,US,M,ML Engineer,Mid
2025,SE,FT,Machine Learning Engineer,255000,USD,255000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,204000,USD,204000,US,0,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M,ML Engineer,Senior
2025,SE,FT,Machine Learning Engineer,175000,USD,175000,US,100,US,M,ML Engineer,Senior
2025,MI,FT,Machine Learning Engineer,215900,USD,215900,US,0,US,M,ML Engineer,Mid
